,date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
6080,2017-08-07,sh.000001,3257.6700,3280.1030,3243.7150,3279.4560,3262.0800,23117337856,231874371584.0000,3,0.007589,1,0.532700,
6081,2017-08-08,sh.000001,3277.1880,3285.4830,3269.6580,3281.8720,3279.4560,25204353792,255770185728.0000,3,0.008267,1,0.073700,
6082,2017-08-09,sh.000001,3277.8080,3277.9430,3263.8460,3275.5730,3281.8720,23559790592,237815123968.0000,3,0.007728,1,-0.191900,
6083,2017-08-10,sh.000001,3269.7340,3282.5190,3236.1820,3261.7490,3275.5730,24068462336,251854041088.0000,3,0.007894,1,-0.422000,
6084,2017-08-11,sh.000001,3237.9220,3245.1160,3200.7480,3208.5410,3261.7490,26296299520,266998263808.0000,3,0.008625,1,-1.631300,
6085,2017-08-14,sh.000001,3206.0430,3240.0510,3206.0430,3237.3600,3208.5410,19034679552,209096077312.0000,3,0.006242,1,0.898200,
6086,2017-08-15,sh.000001,3235.2290,3263.5890,3235.1010,3251.2610,3237.3600,18229799680,204595859456.0000,3,0.005974,1,0.429400,
6087,2017-08-16,sh.000001,3247.8520,3248.7850,3228.8700,3246.4510,3251.2610,17685204992,200832532480.0000,3,0.005794,1,-0.147900,
6088,2017-08-17,sh.000001,3253.8450,3269.1380,3251.4590,3268.4290,3246.4510,20362255104,228376944640.0000,3,0.006670,1,0.677000,
6089,2017-08-18,sh.000001,3253.2430,3275.0760,3248.0830,3268.7240,3268.4290,19112248320,218437742592.0000,3,0.006260,1,0.009000,
6090,2017-08-21,sh.000001,3274.5800,3287.5180,3270.4750,3286.9050,3268.7240,18612248320,209718591488.0000,3,0.006094,1,0.556200,
6091,2017-08-22,sh.000001,3287.6140,3293.4760,3274.9410,3290.2250,3286.9050,18653799168,222927491072.0000,3,0.006107,1,0.101000,
6092,2017-08-23,sh.000001,3283.7960,3299.4570,3274.4400,3287.7040,3290.2250,17983220736,204330422272.0000,3,0.005887,1,-0.076600,
6093,2017-08-24,sh.000001,3287.9590,3297.9880,3266.3580,3271.5110,3287.7040,16346893824,186245058560.0000,3,0.005351,1,-0.492500,
6094,2017-08-25,sh.000001,3271.4600,3331.9140,3271.4600,3331.5220,3271.5110,20583948288,227141029888.0000,3,0.006737,1,1.834400,
6095,2017-08-28,sh.000001,3336.1260,3375.0330,3336.1260,3362.6510,3331.5220,25746143744,305319882752.0000,3,0.008423,1,0.934400,
6096,2017-08-29,sh.000001,3362.0600,3374.5940,3354.4620,3365.2260,3362.6510,21950453504,268916097024.0000,3,0.007181,1,0.076600,
6097,2017-08-30,sh.000001,3361.8200,3376.6480,3357.0800,3363.6260,3365.2260,24686331136,279640797184.0000,3,0.008075,1,-0.047500,
6098,2017-08-31,sh.000001,3361.4620,3367.3580,3340.6860,3360.8100,3363.6260,23441978112,269133107200.0000,3,0.007668,1,-0.083700,
6099,2017-09-01,sh.000001,3365.9910,3381.9250,3358.4720,3367.1190,3360.8100,28249758464,313722093568.0000,3,0.009238,1,0.187700,
6100,2017-09-04,sh.000001,3369.7180,3381.4020,3359.1300,3379.5830,3367.1190,26742785024,296348434432.0000,3,0.008744,1,0.370200,
6101,2017-09-05,sh.000001,3377.1960,3390.8230,3371.5700,3384.3170,3379.5830,21655294720,245596606464.0000,3,0.007080,1,0.140100,
6102,2017-09-06,sh.000001,3372.4270,3391.0100,3364.7640,3385.3880,3384.3170,22909078528,262034653184.0000,3,0.007478,1,0.031600,
6103,2017-09-07,sh.000001,3383.6280,3387.7950,3363.1760,3365.4970,3385.3880,22111868416,264037023744.0000,3,0.007218,1,-0.587600,
6104,2017-09-08,sh.000001,3364.4270,3380.8890,3353.6870,3365.2420,3365.4970,19840518400,235160227840.0000,3,0.006475,1,-0.007600,
6105,2017-09-11,sh.000001,3365.3500,3384.8100,3360.0460,3376.4180,3365.2420,21901101824,256888811520.0000,3,0.007146,1,0.332100,
6106,2017-09-12,sh.000001,3381.4870,3391.0690,3370.8510,3379.4880,3376.4180,27291031808,325024952320.0000,3,0.008902,1,0.090900,
6107,2017-09-13,sh.000001,3374.7180,3387.1390,3366.5410,3384.1470,3379.4880,19455071488,230733410304.0000,3,0.006346,1,0.137900,
6108,2017-09-14,sh.000001,3383.4700,3391.6430,3361.3330,3371.4250,3384.1470,22130648832,256744423424.0000,3,0.007218,1,-0.375900,
6109,2017-09-15,sh.000001,3365.1450,3365.5270,3345.3280,3353.6190,3371.4250,21976581632,252910686208.0000,3,0.007168,1,-0.528100,
6110,2017-09-18,sh.000001,3352.5130,3371.7480,3352.5130,3362.8580,3353.6190,19031967488,227938635776.0000,3,0.006207,1,0.275500,
6111,2017-09-19,sh.000001,3365.5310,3370.4000,3344.7050,3356.8440,3362.8580,19112969216,220728729600.0000,3,0.006234,1,-0.178800,
6112,2017-09-20,sh.000001,3352.1840,3370.0970,3346.5350,3365.9950,3356.8440,19219666176,225839071232.0000,3,0.006267,1,0.272600,
6113,2017-09-21,sh.000001,3364.6970,3377.8840,3356.8750,3357.8120,3365.9950,19744869632,231946125312.0000,3,0.006438,1,-0.243100,
6114,2017-09-22,sh.000001,3347.1560,3356.4510,3334.9840,3352.5290,3357.8120,17923400704,206583468032.0000,3,0.005843,1,-0.157300,
6115,2017-09-25,sh.000001,3344.5880,3350.9610,3334.9430,3341.5480,3352.5290,16962129408,202401689600.0000,3,0.005528,1,-0.327500,
6116,2017-09-26,sh.000001,3336.3490,3347.1620,3332.5980,3343.5820,3341.5480,13262859520,159039635456.0000,3,0.004320,1,0.060900,
6117,2017-09-27,sh.000001,3340.8210,3349.6940,3340.2980,3345.2710,3343.5820,14308694528,168981336064.0000,3,0.004659,1,0.050500,
6118,2017-09-28,sh.000001,3343.8440,3344.6000,3336.1780,3339.6420,3345.2710,14944430080,181955629056.0000,3,0.004866,1,-0.168300,
6119,2017-09-29,sh.000001,3340.3100,3357.0150,3340.3100,3348.9430,3339.6420,14486244352,175892824064.0000,3,0.004714,1,0.278500,
6120,2017-10-09,sh.000001,3403.2450,3410.1700,3366.9650,3374.3780,3348.9430,19173605632,227440594944.0000,3,0.006232,1,0.759500,
6121,2017-10-10,sh.000001,3373.3440,3384.0260,3358.7950,3382.9870,3374.3780,17942384128,231148613632.0000,3,0.005830,1,0.255100,
6122,2017-10-11,sh.000001,3381.4880,3395.7790,3379.1630,3388.2830,3382.9870,18147670528,231154507776.0000,3,0.005897,1,0.156500,
6123,2017-10-12,sh.000001,3385.5320,3390.2030,3372.5330,3386.1000,3388.2830,16180937984,201667862528.0000,3,0.005255,1,-0.064400,
6124,2017-10-13,sh.000001,3384.4880,3395.7480,3383.2390,3390.5230,3386.1000,13995476480,181118459904.0000,3,0.004545,1,0.130600,
6125,2017-10-16,sh.000001,3393.2050,3400.5110,3374.7680,3378.4700,3390.5230,17433061888,221650690048.0000,3,0.005660,1,-0.355500,
6126,2017-10-17,sh.000001,3373.2340,3382.4070,3365.5640,3372.0400,3378.4700,12538172416,162910826496.0000,3,0.004070,1,-0.190300,
6127,2017-10-18,sh.000001,3373.5280,3383.2320,3371.9240,3381.7930,3372.0400,15722879232,194298765312.0000,3,0.005104,1,0.289200,
6128,2017-10-19,sh.000001,3374.6440,3378.7350,3359.6280,3370.1720,3381.7930,15847649536,187921293312.0000,3,0.005144,1,-0.343600,
6129,2017-10-20,sh.000001,3363.5130,3379.7650,3360.1000,3378.6480,3370.1720,12717285120,155065094144.0000,3,0.004127,1,0.251500,
6130,2017-10-23,sh.000001,3382.2800,3385.2850,3374.7050,3380.6990,3378.6480,13084628992,164369440768.0000,3,0.004245,1,0.060700,
6131,2017-10-24,sh.000001,3376.5980,3388.6880,3374.1240,3388.2470,3380.6990,13989751040,178552877056.0000,3,0.004539,1,0.223300,
6132,2017-10-25,sh.000001,3384.8570,3398.3040,3382.0330,3396.8970,3388.2470,12313122304,160060698624.0000,3,0.003993,1,0.255300,
6133,2017-10-26,sh.000001,3397.5190,3414.2410,3391.4540,3407.5670,3396.8970,18376862464,238596128768.0000,3,0.005959,1,0.314100,
6134,2017-10-27,sh.000001,3404.4970,3421.1020,3402.1140,3416.8120,3407.5670,17025717248,212377186304.0000,3,0.005518,1,0.271300,
6135,2017-10-30,sh.000001,3413.8670,3419.7310,3357.2760,3390.3370,3416.8120,20834928640,257776652288.0000,3,0.006753,1,-0.774800,
6136,2017-10-31,sh.000001,3380.9990,3397.0980,3376.1230,3393.3410,3390.3370,15349820672,199929585664.0000,3,0.004975,1,0.088600,
6137,2017-11-01,sh.000001,3393.9670,3410.3510,3388.5970,3395.9120,3393.3410,18056612608,231978377216.0000,3,0.005852,1,0.075800,
6138,2017-11-02,sh.000001,3391.6520,3391.6520,3372.2130,3383.3090,3395.9120,16686426624,210014969856.0000,3,0.005408,1,-0.371100,
6139,2017-11-03,sh.000001,3377.7350,3380.5700,3347.3600,3371.7440,3383.3090,17271479040,207437946880.0000,3,0.005597,1,-0.341800,
6140,2017-11-06,sh.000001,3369.6850,3389.3820,3356.5330,3388.1740,3371.7440,15463646720,204311224320.0000,3,0.005010,1,0.487300,
6141,2017-11-07,sh.000001,3389.4720,3415.1480,3387.9450,3413.5740,3388.1740,19057174528,242595950592.0000,3,0.006173,1,0.749700,
6142,2017-11-08,sh.000001,3409.1470,3434.4910,3404.8810,3415.4600,3413.5740,18543646976,242025594880.0000,3,0.006006,1,0.055200,
6143,2017-11-09,sh.000001,3410.6720,3428.7700,3408.6180,3427.7940,3415.4600,15865042688,205433671680.0000,3,0.005139,1,0.361100,
6144,2017-11-10,sh.000001,3423.1840,3438.7920,3414.3280,3432.6730,3427.7940,18927650304,255772110848.0000,3,0.006130,1,0.142300,
6145,2017-11-13,sh.000001,3435.1830,3449.1630,3435.0840,3447.8350,3432.6730,20538905344,266738130944.0000,3,0.006652,1,0.441700,
6146,2017-11-14,sh.000001,3446.5450,3450.4940,3419.6910,3429.5480,3447.8350,19647267328,267435421696.0000,3,0.006363,1,-0.530400,
6147,2017-11-15,sh.000001,3416.2110,3423.7490,3396.3810,3402.5240,3429.5480,16879207680,239734190080.0000,3,0.005466,1,-0.788000,
6148,2017-11-16,sh.000001,3393.1930,3409.6530,3390.5880,3399.2500,3402.5240,15668433152,220862464000.0000,3,0.005069,1,-0.096200,
6149,2017-11-17,sh.000001,3392.6830,3403.2850,3373.2950,3382.9070,3399.2500,24945815296,313750355968.0000,3,0.008070,1,-0.480800,
6150,2017-11-20,sh.000001,3361.3560,3393.1060,3337.1160,3392.3980,3382.9070,17652468224,228308135936.0000,3,0.005710,1,0.280600,
6151,2017-11-21,sh.000001,3382.3590,3419.8020,3377.5980,3410.4970,3392.3980,19687180288,265303851008.0000,3,0.006367,1,0.533500,
6152,2017-11-22,sh.000001,3417.3310,3442.1770,3404.2860,3430.4640,3410.4970,21356709376,273674731520.0000,3,0.006907,1,0.585500,
6153,2017-11-23,sh.000001,3425.0090,3429.4230,3342.3320,3351.9180,3430.4640,21526539264,270469025792.0000,3,0.006962,1,-2.289700,
6154,2017-11-24,sh.000001,3340.3840,3360.7450,3328.3330,3353.8200,3351.9180,15956966400,207623884800.0000,3,0.005161,1,0.056700,
6155,2017-11-27,sh.000001,3346.6560,3347.0500,3315.2640,3322.2290,3353.8200,16643917056,205803397120.0000,3,0.005382,1,-0.941900,
6156,2017-11-28,sh.000001,3311.2320,3333.7990,3300.7800,3333.6570,3322.2290,13824780032,167062933504.0000,3,0.004470,1,0.344000,
6157,2017-11-29,sh.000001,3335.5670,3343.0620,3305.5720,3337.8620,3333.6570,18380593152,217769439232.0000,3,0.005942,1,0.126100,
6158,2017-11-30,sh.000001,3328.6420,3340.9200,3306.2830,3317.1880,3337.8620,15659585024,192076783616.0000,3,0.005062,1,-0.619400,
6159,2017-12-01,sh.000001,3315.1050,3324.5160,3302.4390,3317.6170,3317.1880,13919830016,177490259968.0000,3,0.004500,1,0.012900,
6160,2017-12-04,sh.000001,3310.3810,3323.9960,3304.1030,3309.6180,3317.6170,14805328896,185025359872.0000,3,0.004785,1,-0.241100,
6161,2017-12-05,sh.000001,3301.6900,3315.7370,3300.5110,3303.6750,3309.6180,20827886336,243489599488.0000,3,0.006731,1,-0.179600,
6162,2017-12-06,sh.000001,3291.3120,3296.2010,3254.6100,3293.9640,3303.6750,15160445184,179174379520.0000,3,0.004895,1,-0.293900,
6163,2017-12-07,sh.000001,3283.2790,3291.2810,3259.1630,3272.0540,3293.9640,13210589952,161764589568.0000,3,0.004266,1,-0.665200,
6164,2017-12-08,sh.000001,3264.4770,3297.1300,3258.7590,3289.9920,3272.0540,13320931328,165761650688.0000,3,0.004301,1,0.548200,
6165,2017-12-11,sh.000001,3290.4880,3322.6730,3288.2940,3322.1950,3289.9920,13196598528,172986433536.0000,3,0.004258,1,0.978800,
6166,2017-12-12,sh.000001,3320.3100,3320.3100,3280.3290,3280.8130,3322.1950,12460482816,160978616320.0000,3,0.004021,1,-1.245600,
6167,2017-12-13,sh.000001,3278.3960,3304.0100,3273.3240,3303.0370,3280.8130,11199864832,145295310848.0000,3,0.003614,1,0.677400,
6168,2017-12-14,sh.000001,3302.9320,3309.5290,3282.5730,3292.4380,3303.0370,12054423552,151346085888.0000,3,0.003889,1,-0.320900,
6169,2017-12-15,sh.000001,3287.5290,3287.5290,3259.3880,3266.1370,3292.4380,13094061824,161877917696.0000,3,0.004225,1,-0.798800,
6170,2017-12-18,sh.000001,3268.0330,3280.5430,3254.1770,3267.9220,3266.1370,12070038784,149738225664.0000,3,0.003894,1,0.054700,
6171,2017-12-19,sh.000001,3266.0190,3296.9390,3266.0190,3296.5380,3267.9220,11514013440,150786584576.0000,3,0.003713,1,0.875700,
6172,2017-12-20,sh.000001,3296.7400,3300.2120,3276.1200,3287.6050,3296.5380,13774511872,167961849856.0000,3,0.004442,1,-0.271000,
6173,2017-12-21,sh.000001,3281.1170,3309.2230,3267.4040,3300.0590,3287.6050,14212792832,173740097536.0000,3,0.004583,1,0.378800,
6174,2017-12-22,sh.000001,3297.6850,3307.3270,3293.4410,3297.0630,3300.0590,12404732672,152099442688.0000,3,0.004000,1,-0.090800,
6175,2017-12-25,sh.000001,3296.2100,3312.2990,3270.4400,3280.4610,3297.0630,14689363456,177293590528.0000,3,0.004737,1,-0.503500,
6176,2017-12-26,sh.000001,3277.8370,3307.2990,3274.3270,3306.1240,3280.4610,14243450112,174679265280.0000,3,0.004585,1,0.782300,
6177,2017-12-27,sh.000001,3302.4610,3307.0790,3270.3490,3275.7820,3306.1240,16267489024,198264676352.0000,3,0.005237,1,-0.917800,
6178,2017-12-28,sh.000001,3272.2910,3304.0960,3263.7280,3296.3840,3275.7820,17537167104,208019861504.0000,3,0.005645,1,0.628900,
6179,2017-12-29,sh.000001,3295.2460,3308.2240,3292.7690,3307.1720,3296.3840,14158683648,170356756480.0000,3,0.004553,1,0.327300,
6180,2018-01-02,sh.000001,3314.0300,3349.0530,3314.0300,3348.3250,3307.1720,20227886080,227788460032.0000,3,0.006482,1,1.244400,
6181,2018-01-03,sh.000001,3347.7420,3379.9150,3345.2880,3369.1080,3348.3250,21383614976,258366521344.0000,3,0.006850,1,0.620700,
6182,2018-01-04,sh.000001,3371.0000,3392.8260,3365.2950,3385.7100,3369.1080,20695528704,243090767872.0000,3,0.006629,1,0.492800,
6183,2018-01-05,sh.000001,3386.4640,3402.0690,3380.2450,3391.7500,3385.7100,21306068224,248187842560.0000,3,0.006824,1,0.178400,
6184,2018-01-08,sh.000001,3391.5520,3412.7300,3384.5590,3409.4790,3391.7500,23616510720,286213218304.0000,3,0.007556,1,0.522700,
6185,2018-01-09,sh.000001,3406.1110,3417.2270,3403.5860,3413.8990,3409.4790,19148855040,238249975808.0000,3,0.006126,1,0.129600,
6186,2018-01-10,sh.000001,3414.1120,3430.2130,3398.8420,3421.8340,3413.8990,20909499648,254515441664.0000,3,0.006689,1,0.232400,
6187,2018-01-11,sh.000001,3415.5850,3426.4820,3405.6390,3425.3440,3421.8340,17381213184,218414133248.0000,3,0.005561,1,0.102600,
6188,2018-01-12,sh.000001,3423.8790,3435.4230,3417.9800,3428.9400,3425.3440,17406340352,215961456640.0000,3,0.005569,1,0.105000,
6189,2018-01-15,sh.000001,3428.9500,3442.5000,3402.3120,3410.4880,3428.9400,23200928256,286362734592.0000,3,0.007422,1,-0.538100,
6190,2018-01-16,sh.000001,3403.4690,3437.5820,3401.9600,3436.5940,3410.4880,21147546880,266578817024.0000,3,0.006766,1,0.765500,
6191,2018-01-17,sh.000001,3438.5760,3465.2040,3430.5110,3444.6710,3436.5940,26104503040,316532678656.0000,3,0.008351,1,0.235000,
6192,2018-01-18,sh.000001,3449.8810,3476.5460,3448.7880,3474.7540,3444.6710,22003955456,267692642304.0000,3,0.007039,1,0.873300,
6193,2018-01-19,sh.000001,3481.6200,3498.4340,3474.2910,3487.8640,3474.7540,24753673216,294189072384.0000,3,0.007914,1,0.377300,
6194,2018-01-22,sh.000001,3476.9930,3503.3850,3475.6730,3501.3620,3487.8640,21748753408,261295714304.0000,3,0.006954,1,0.387000,
6195,2018-01-23,sh.000001,3504.3430,3547.2220,3504.3430,3546.5040,3501.3620,23870590464,282091888640.0000,3,0.007627,1,1.289300,
6196,2018-01-24,sh.000001,3553.4780,3569.4890,3527.1110,3559.4650,3546.5040,25295449600,307629215744.0000,3,0.008080,1,0.365500,
6197,2018-01-25,sh.000001,3555.1670,3571.4800,3528.0340,3548.3070,3559.4650,24341342208,287989534720.0000,3,0.007776,1,-0.313500,
6198,2018-01-26,sh.000001,3535.4930,3574.9040,3534.1950,3558.1280,3548.3070,22269829632,258149515264.0000,3,0.007114,1,0.276800,
6199,2018-01-29,sh.000001,3563.6400,3587.0320,3510.2680,3523.0000,3558.1280,23602696448,285417005056.0000,3,0.007538,1,-0.987300,
6200,2018-01-30,sh.000001,3511.5000,3523.0510,3484.6550,3488.0090,3523.0000,18636997632,224681693184.0000,3,0.005950,1,-0.993200,
6201,2018-01-31,sh.000001,3470.5080,3495.4530,3454.7250,3480.8330,3488.0090,20725340416,242657959936.0000,3,0.006616,1,-0.205700,
6202,2018-02-01,sh.000001,3478.6700,3495.0930,3424.4180,3446.9790,3480.8330,26050470656,292882255872.0000,3,0.008315,1,-0.972600,
6203,2018-02-02,sh.000001,3419.2240,3463.1630,3388.8590,3462.0800,3446.9790,20812055040,236278755328.0000,3,0.006643,1,0.438100,
6204,2018-02-05,sh.000001,3411.6690,3487.7210,3406.2400,3487.4970,3462.0800,21767375360,252198768640.0000,3,0.006948,1,0.734200,
6205,2018-02-06,sh.000001,3418.0100,3440.1240,3364.2160,3370.6520,3487.4970,28055547648,318818541568.0000,3,0.008955,1,-3.350400,
6206,2018-02-07,sh.000001,3412.7440,3425.5370,3304.0070,3309.2590,3370.6520,26093971456,295264428032.0000,3,0.008328,1,-1.821400,
6207,2018-02-08,sh.000001,3281.0450,3307.1620,3225.7110,3262.0500,3309.2590,20126249984,222348685312.0000,3,0.006424,1,-1.426600,
6208,2018-02-09,sh.000001,3172.8500,3180.1100,3062.7420,3129.8500,3262.0500,25638917632,272095088640.0000,3,0.008181,1,-4.052700,
6209,2018-02-12,sh.000001,3128.3700,3168.1250,3113.6050,3154.1250,3129.8500,15331083008,171003183104.0000,3,0.004890,1,0.775600,
6210,2018-02-13,sh.000001,3176.1060,3219.2160,3176.1060,3184.9580,3154.1250,15152759808,172045205504.0000,3,0.004833,1,0.977500,
6211,2018-02-14,sh.000001,3188.2470,3203.4960,3171.3830,3199.1580,3184.9580,10032282624,114552201216.0000,3,0.003193,1,0.445800,
6212,2018-02-22,sh.000001,3237.5690,3269.9150,3234.1150,3268.5580,3199.1580,13873044480,157303881728.0000,3,0.004408,1,2.169300,
6213,2018-02-23,sh.000001,3275.4290,3294.1330,3258.4870,3289.0240,3268.5580,14579036928,159502516224.0000,3,0.004632,1,0.626100,
6214,2018-02-26,sh.000001,3307.2950,3335.9850,3281.6150,3329.5730,3289.0240,18856860160,213333037056.0000,3,0.005991,1,1.232900,
6215,2018-02-27,sh.000001,3328.6710,3328.6710,3284.6290,3292.0670,3329.5730,17421936896,204394381312.0000,3,0.005530,1,-1.126500,
6216,2018-02-28,sh.000001,3264.0580,3277.8320,3239.8430,3259.4080,3292.0670,15104353536,180233814016.0000,3,0.004794,1,-0.992000,
6217,2018-03-01,sh.000001,3235.0880,3280.1490,3228.5840,3273.7540,3259.4080,15909831936,185277784064.0000,3,0.005049,1,0.440100,
6218,2018-03-02,sh.000001,3248.4460,3269.9370,3242.2660,3254.5280,3273.7540,15086106368,178602991616.0000,3,0.004788,1,-0.587300,
6219,2018-03-05,sh.000001,3255.8710,3269.3990,3236.7170,3256.9260,3254.5280,14483598848,174148636672.0000,3,0.004596,1,0.073700,0
6220,2018-03-06,sh.000001,3266.4860,3290.2530,3243.6540,3289.6410,3256.9260,19535804672,224381788160.0000,3,0.006198,1,1.004500,0
6221,2018-03-07,sh.000001,3288.8640,3308.4060,3264.7630,3271.6680,3289.6410,16866501888,193489334272.0000,3,0.005351,1,-0.546400,0
6222,2018-03-08,sh.000001,3268.3460,3289.4970,3261.5520,3288.4050,3271.6680,14982752000,175895392256.0000,3,0.004753,1,0.511600,0
6223,2018-03-09,sh.000001,3291.4250,3309.7150,3283.5590,3307.1650,3288.4050,16842450944,202349182976.0000,3,0.005343,1,0.570500,0
6224,2018-03-12,sh.000001,3319.2080,3333.5610,3313.5550,3326.6990,3307.1650,20653243648,247894175744.0000,3,0.006552,1,0.590700,0
6225,2018-03-13,sh.000001,3324.1210,3333.8750,3307.3760,3310.2380,3326.6990,17711435264,202375118848.0000,3,0.005617,1,-0.494800,0
6226,2018-03-14,sh.000001,3298.6650,3304.9780,3287.3550,3291.3810,3310.2380,15749108480,183457632256.0000,3,0.004994,1,-0.569700,0
6227,2018-03-15,sh.000001,3277.5140,3297.0980,3273.2000,3291.1120,3291.3810,14857360640,179516616704.0000,3,0.004711,1,-0.008200,0
6228,2018-03-16,sh.000001,3290.2090,3300.5650,3269.2820,3269.8820,3291.1120,14120364800,167761534976.0000,3,0.004476,1,-0.645100,0
6229,2018-03-19,sh.000001,3264.9280,3280.5670,3251.0470,3279.2510,3269.8820,13795497984,169772208128.0000,3,0.004376,1,0.286500,0
6230,2018-03-20,sh.000001,3257.2180,3292.5740,3252.4330,3290.6390,3279.2510,13988108032,166979883008.0000,3,0.004437,1,0.347300,0
6231,2018-03-21,sh.000001,3299.7310,3314.2090,3268.8770,3280.9520,3290.6390,16839827712,208617684992.0000,3,0.005340,1,-0.294400,0
6232,2018-03-22,sh.000001,3281.2650,3288.7960,3242.7610,3263.4800,3280.9520,15043297792,184471728128.0000,3,0.004770,1,-0.532500,0
6233,2018-03-23,sh.000001,3172.7720,3188.2350,3110.6630,3152.7600,3263.4800,27553201408,293405065216.0000,3,0.008736,1,-3.392700,0
6234,2018-03-26,sh.000001,3117.3190,3134.2750,3091.4570,3133.7210,3152.7600,18636635136,215910260736.0000,3,0.005905,1,-0.603900,0
6235,2018-03-27,sh.000001,3164.7970,3172.7770,3143.5690,3166.6480,3133.7210,18907338240,227085086720.0000,3,0.005988,1,1.050700,0
6236,2018-03-28,sh.000001,3130.5710,3165.2120,3117.5330,3122.2890,3166.6480,16350048768,208617852928.0000,3,0.005177,1,-1.400800,0
6237,2018-03-29,sh.000001,3127.2620,3174.5080,3098.2460,3160.5300,3122.2890,17031238400,210920222720.0000,3,0.005390,1,1.224800,0
6238,2018-03-30,sh.000001,3161.7850,3177.7200,3152.8880,3168.8960,3160.5300,15464659712,196006699008.0000,3,0.004893,1,0.264700,0
6239,2018-04-02,sh.000001,3169.7780,3192.3400,3159.9860,3163.1790,3168.8960,17772777728,226253565952.0000,3,0.005620,1,-0.180400,0
6240,2018-04-03,sh.000001,3130.0130,3144.3320,3119.1320,3136.6330,3163.1790,15221667328,189692715008.0000,3,0.004814,1,-0.839200,0
